Task #1, id=0934a4d8, 4 train pairs ----------------------
  Train pair #1.1/4:
    Input:
	  3 5 3 3 6 6 5 4 1 4 9 9 4 3 9 9 9 9 3 4 9 9 4 1 4 5 6 6 3 3
	  5 3 3 3 6 6 4 5 4 1 9 9 3 4 9 1 1 9 4 3 9 9 1 4 5 4 6 6 3 3
	  1 1 3 5 5 4 6 6 9 1 1 4 9 9 4 5 5 4 9 9 4 1 1 9 6 6 4 5 5 3
	  1 1 5 3 4 5 6 6 1 9 4 1 9 1 4 4 4 4 1 9 1 4 9 1 6 6 5 4 3 5
	  6 9 9 9 3 5 3 3 4 3 9 9 9 2 6 9 9 6 2 9 9 9 3 4 3 3 5 3 9 9
	  9 6 9 9 5 3 3 3 3 4 9 1 9 9 9 6 6 9 9 9 1 9 4 3 3 3 3 5 9 9
	  9 9 6 9 1 1 3 5 9 9 4 4 6 9 9 2 2 9 9 6 4 4 9 9 5 3 1 1 9 6
	  9 9 9 6 1 1 5 3 9 1 5 4 9 6 9 9 9 9 6 9 4 5 1 9 3 5 1 1 6 9
	  1 4 9 1 4 3 9 9 5 5 7 2 4 3 2 4 4 2 3 4 2 7 5 5 9 9 3 4 1 9
	  4 1 1 9 3 4 9 1 4 5 2 7 3 4 4 2 2 4 4 3 7 2 5 4 1 9 4 3 9 1
	  9 9 1 4 9 9 4 5 6 4 5 5 2 4 4 3 3 4 4 2 5 5 4 6 5 4 9 9 4 1
	  9 9 4 1 9 1 4 4 4 5 4 5 4 2 3 4 4 3 2 4 5 4 5 4 4 4 1 9 1 4
	  4 3 9 9 9 9 6 9 5 9 7 7 5 5 7 2 2 7 5 5 7 7 9 5 9 6 9 9 9 9
	  3 4 9 1 2 9 9 6 9 5 7 7 4 5 2 7 7 2 5 4 7 7 5 9 6 9 9 2 1 9
	  9 9 4 4 6 9 9 9 7 7 5 9 5 4 5 5 5 5 4 5 9 5 7 7 9 8 8 8 8 4
	  9 1 5 4 9 6 2 9 7 7 9 5 4 6 4 5 5 4 6 4 5 9 7 7 9 8 8 8 8 5
	  9 1 5 4 9 6 2 9 7 7 9 5 4 6 4 5 5 4 6 4 5 9 7 7 9 8 8 8 8 5
	  9 9 4 4 6 9 9 9 7 7 5 9 5 4 5 5 5 5 4 5 9 5 7 7 9 8 8 8 8 4
	  3 4 9 1 2 9 9 6 9 5 7 7 4 5 2 7 7 2 5 4 7 7 5 9 6 8 8 8 8 9
	  4 3 9 9 9 9 6 9 5 9 7 7 5 5 7 2 2 7 5 5 7 7 9 5 9 8 8 8 8 9
	  9 9 4 1 9 1 4 4 4 5 4 5 4 2 3 4 4 3 2 4 5 4 5 4 4 8 8 8 8 4
	  9 9 1 4 9 9 4 5 6 4 5 5 2 4 4 3 3 4 4 2 5 5 4 6 5 8 8 8 8 1
	  4 1 1 9 3 4 9 1 4 5 2 7 3 4 4 2 2 4 4 3 7 2 5 4 1 8 8 8 8 1
	  1 4 9 1 4 3 9 9 5 5 7 2 4 3 2 4 4 2 3 4 2 7 5 5 9 9 3 4 1 9
	  9 9 9 6 1 1 5 3 9 1 5 4 9 6 9 9 9 9 6 9 4 5 1 9 3 5 1 1 6 9
	  9 9 6 9 1 1 3 5 9 9 4 4 6 9 9 2 2 9 9 6 4 4 9 9 5 3 1 1 9 6
	  9 6 9 9 5 3 3 3 3 4 9 1 9 9 9 6 6 9 9 9 1 9 4 3 3 3 3 5 9 9
	  6 9 9 9 3 5 3 3 4 3 9 9 9 2 6 9 9 6 2 9 9 9 3 4 3 3 5 3 9 9
	  1 1 5 3 4 5 6 6 1 9 4 1 9 1 4 4 4 4 1 9 1 4 9 1 6 6 5 4 3 5
	  1 1 3 5 5 4 6 6 9 1 1 4 9 9 4 5 5 4 9 9 4 1 1 9 6 6 4 5 5 3
    Output:
	  9 9 6 4
	  2 6 9 4
	  2 6 9 4
	  9 9 6 4
	  9 9 2 1
	  6 9 9 9
	  4 1 9 1
	  4 9 9 4
	  9 4 3 9
  Train pair #1.2/4:
    Input:
	  9 9 2 3 4 4 7 5 3 3 6 6 3 5 6 4 4 6 5 3 6 6 3 3 5 7 4 4 3 2
	  7 9 3 5 4 4 5 7 3 3 6 6 6 3 4 6 6 4 3 6 6 6 3 3 7 5 4 4 5 3
	  3 2 9 9 7 5 4 4 4 1 3 3 6 4 4 7 7 4 4 6 3 8 8 8 8 8 5 7 9 9
	  2 3 7 9 5 7 4 4 1 4 3 3 4 6 7 4 4 7 6 4 3 8 8 8 8 8 7 5 9 7
	  7 7 9 3 9 9 5 3 3 6 6 4 6 7 9 9 9 9 7 6 4 8 8 8 8 8 9 9 3 9
	  7 7 3 9 7 9 3 2 5 3 4 6 2 6 9 9 9 9 6 2 6 8 8 8 8 8 9 7 9 3
	  9 3 7 7 3 2 9 9 6 4 4 7 9 2 6 7 7 6 2 9 7 4 4 6 9 9 2 3 7 7
	  3 9 7 7 2 3 7 9 4 6 7 4 2 9 2 6 6 2 9 2 4 7 6 4 9 7 3 2 7 7
	  3 3 4 1 3 5 6 4 2 4 7 7 1 6 7 2 2 7 6 1 7 7 4 2 4 6 5 3 1 4
	  3 3 1 4 6 3 4 6 2 2 7 1 6 1 2 7 7 2 1 6 1 7 2 2 6 4 3 6 4 1
	  6 6 3 3 6 4 4 7 1 1 2 4 7 2 1 6 6 1 2 7 4 2 1 1 7 4 4 6 3 3
	  6 6 3 3 4 6 7 4 1 3 2 2 2 7 6 1 1 6 7 2 2 2 3 1 4 7 6 4 3 3
	  3 6 6 4 6 2 9 2 9 9 9 7 2 4 1 7 7 1 4 2 7 9 9 9 2 9 2 6 4 6
	  5 3 4 6 7 6 2 9 9 9 7 9 2 2 7 7 7 7 2 2 9 7 9 9 9 2 6 7 6 4
	  6 4 4 7 9 9 6 2 9 7 9 9 3 1 2 4 4 2 1 3 9 9 7 9 2 6 9 9 7 4
	  4 6 7 4 9 9 7 6 7 9 9 9 1 1 2 2 2 2 1 1 9 9 9 7 6 7 9 9 4 7
	  4 6 7 4 9 9 7 6 7 9 9 9 1 1 2 2 2 2 1 1 9 9 9 7 6 7 9 9 4 7
	  6 4 4 7 9 9 6 2 9 7 9 9 3 1 2 4 4 2 1 3 9 9 7 9 2 6 9 9 7 4
	  5 3 4 6 7 6 2 9 9 9 7 9 2 2 7 7 7 7 2 2 9 7 9 9 9 2 6 7 6 4
	  3 6 6 4 6 2 9 2 9 9 9 7 2 4 1 7 7 1 4 2 7 9 9 9 2 9 2 6 4 6
	  6 6 3 3 4 6 7 4 1 3 2 2 2 7 6 1 1 6 7 2 2 2 3 1 4 7 6 4 3 3
	  6 6 3 3 6 4 4 7 1 1 2 4 7 2 1 6 6 1 2 7 4 2 1 1 7 4 4 6 3 3
	  3 3 1 4 6 3 4 6 2 2 7 1 6 1 2 7 7 2 1 6 1 7 2 2 6 4 3 6 4 1
	  3 3 4 1 3 5 6 4 2 4 7 7 1 6 7 2 2 7 6 1 7 7 4 2 4 6 5 3 1 4
	  3 9 7 7 2 3 7 9 4 6 7 4 2 9 2 6 6 2 9 2 4 7 6 4 9 7 3 2 7 7
	  9 3 7 7 3 2 9 9 6 4 4 7 9 2 6 7 7 6 2 9 7 4 4 6 9 9 2 3 7 7
	  7 7 3 9 7 9 3 2 5 3 4 6 2 6 9 9 9 9 6 2 6 4 3 5 2 3 9 7 9 3
	  7 7 9 3 9 9 5 3 3 6 6 4 6 7 9 9 9 9 7 6 4 6 6 3 3 5 9 9 3 9
	  2 3 7 9 5 7 4 4 1 4 3 3 4 6 7 4 4 7 6 4 3 3 4 1 4 4 7 5 9 7
	  3 2 9 9 7 5 4 4 4 1 3 3 6 4 4 7 7 4 4 6 3 3 1 4 4 4 5 7 9 9
    Output:
	  3 1 4 4 4
